"AwardNumber","Title","NSFOrganization","Program(s)","StartDate","LastAmendmentDate","PrincipalInvestigator","State","Organization","AwardInstrument","ProgramManager","EndDate","AwardedAmountToDate","Co-PIName(s)","PIEmailAddress","OrganizationStreet","OrganizationCity","OrganizationState","OrganizationZip","OrganizationPhone","NSFDirectorate","ProgramElementCode(s)","ProgramReferenceCode(s)","ARRAAmount","Abstract"
"7141490","PACIFIC NORTHWEST COOPERATIVE COMPUTING NETWORK","","","01/01/1971","","","WA","Wenatchee Valley College","","","01/01/1973","$16,900.00","","","","","WA","","","","","","$0.00",""
