"AwardNumber","Title","NSFOrganization","Program(s)","StartDate","LastAmendmentDate","PrincipalInvestigator","State","Organization","AwardInstrument","ProgramManager","EndDate","AwardedAmountToDate","Co-PIName(s)","PIEmailAddress","OrganizationStreet","OrganizationCity","OrganizationState","OrganizationZip","OrganizationPhone","NSFDirectorate","ProgramElementCode(s)","ProgramReferenceCode(s)","ARRAAmount","Abstract"
"7466840","N/A","","","01/01/1974","","","CO","Community College of Denver Central Office","","","01/01/1974","$4,500.00","","","","","CO","","","","","","$0.00",""
"7141416","COLORADO EDUCATIONAL COMPUTING NETWORK","","","01/01/1971","","","CO","Community College of Denver Central Office","","","04/01/1973","$94,900.00","","","","","CO","","","","","","$0.00",""
